Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;13531;"Journal of the Royal Statistical Society. Series B: Statistical Methodology";journal;"14679868, 13697412";"Oxford University Press";No;No;3,976;Q1;165;103;125;3683;680;123;5,65;35,76;21,74;6;United Kingdom;Western Europe;"Oxford University Press";"1983, 1989, 1997-2026";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
12;21100332429;"Annual Review of Statistics and Its Application";journal;"23268298, 2326831X";"Annual Reviews Inc.";No;No;3,896;Q1;53;23;59;2148;625;58;8,16;93,39;25,86;3;United States;Northern America;"Annual Reviews Inc.";"2014-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
13;12402;"MIS Quarterly: Management Information Systems";journal;"02767783, 21629730";"University of Minnesota";No;No;3,793;Q1;294;80;194;7344;2316;190;10,30;91,80;27,11;0;United States;Northern America;"University of Minnesota";"1980-2025";"Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
14;21100338350;"IEEE Internet of Things Journal";journal;"23274662";"Institute of Electrical and Electronics Engineers Inc.";No;No;3,747;Q1;233;1925;3214;87195;41157;3172;11,99;45,30;27,22;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2014-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Information Systems and Management (Q1); Signal Processing (Q1)";"Computer Science; Decision Sciences"
15;19169;"Journal of Operations Management";journal;"18731317, 02726963";"John Wiley &amp; Sons Inc.";No;No;3,679;Q1;238;36;122;3277;928;113;6,27;91,03;23,36;7;Netherlands;Western Europe;"John Wiley &amp; Sons Inc.";"1980-1991, 1993-2026";"Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
16;22900;"Research Policy";journal;"00487333";"Elsevier B.V.";No;No;3,634;Q1;318;188;496;16022;5024;485;7,56;85,22;29,03;106;Netherlands;Western Europe;"Elsevier B.V.";"1971-2026";"Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
17;22238;"Operations Research";journal;"0030364X, 15265463";"INFORMS Inst.for Operations Res.and the Management Sciences";No;No;3,579;Q1;173;193;304;8794;1331;304;3,26;45,56;15,89;4;United States;Northern America;"INFORMS Inst.for Operations Res.and the Management Sciences";"1965, 1968-2026";"Computer Science Applications (Q1); Management Science and Operations Research (Q1)";"Computer Science; Decision Sciences"
18;15049;"Biometrika";journal;"14643510, 00063444";"Oxford University Press";No;No;3,566;Q1;142;77;214;2476;679;204;2,84;32,16;27,47;4;United Kingdom;Western Europe;"Oxford University Press";"1908-1913, 1917, 1945, 1947-1951, 1965-2026";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Agricultural and Biological Sciences; Decision Sciences; Mathematics"
19;12094;"Journal of the American Statistical Association";journal;"01621459, 1537274X";"Taylor and Francis Ltd.";No;No;3,397;Q1;238;168;487;7050;2147;440;3,79;41,96;26,70;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1922-2026";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
20;15574;"Information Systems Research";journal;"15265536, 10477047";"INFORMS Inst.for Operations Res.and the Management Sciences";No;No;3,257;Q1;203;74;219;5461;1694;218;6,83;73,80;26,32;5;United States;Northern America;"INFORMS Inst.for Operations Res.and the Management Sciences";"1990-2025";"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
21;20892;"Transportation Research Part B: Methodological";journal;"01912615";"Elsevier Ltd";No;No;3,205;Q1;194;142;482;7139;3793;477;6,56;50,27;26,10;8;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Civil and Structural Engineering (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Decision Sciences; Engineering; Social Sciences"
22;21101092899;"Communications in Transportation Research";journal;"27724247";"Tsinghua University Press";Yes;No;3,188;Q1;36;30;23;1234;363;19;15,78;41,13;20,51;5;China;Asiatic Region;"Tsinghua University Press";"2021-2025";"Control and Systems Engineering (Q1); Decision Sciences (miscellaneous) (Q1); Transportation (Q1)";"Decision Sciences; Engineering; Social Sciences"
23;19700201522;"Journal of Business Logistics";journal;"21581592, 07353766";"John Wiley &amp; Sons Inc.";No;No;3,135;Q1;107;30;69;2835;657;54;8,00;94,50;22,08;5;United States;Northern America;"John Wiley &amp; Sons Inc.";"2001-2026";"Business, Management and Accounting (miscellaneous) (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Decision Sciences"
24;22405;"Production and Operations Management";journal;"10591478, 19375956";"SAGE Publications Inc.";No;No;3,120;Q1;161;254;539;15847;2784;535;4,61;62,39;28,95;15;United States;Northern America;"SAGE Publications Inc.";"1992-2026";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
25;4400151715;"Stata Journal";journal;"1536867X, 15368734";"SAGE Publications Inc.";No;No;3,115;-;123;49;159;913;726;141;4,29;18,63;22,62;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2002-2025";"Mathematics (miscellaneous) (Q1)";"Mathematics"
26;24724;"Annals of Probability";journal;"2168894X, 00911798";"Institute of Mathematical Statistics";No;No;3,099;Q1;109;62;274;2376;663;274;2,22;38,32;14,71;0;United States;Northern America;"Institute of Mathematical Statistics";"1981, 1996-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
27;15700;"Journal of Management Information Systems";journal;"1557928X, 07421222";"M.E. Sharpe Inc.";No;No;3,064;Q1;189;42;134;3412;1126;127;6,53;81,24;28,00;3;United States;Northern America;"M.E. Sharpe Inc.";"1987-2025";"Computer Science Applications (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
28;19165;"International Journal of Production Economics";journal;"09255273";"Elsevier B.V.";No;No;3,028;Q1;264;256;941;18968;11591;928;12,10;74,09;30,08;18;Netherlands;Western Europe;"Elsevier B.V.";"1991-2026";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Engineering"
29;15298;"Structural Equation Modeling";journal;"15328007, 10705511";"Psychology Press Ltd";No;No;3,014;Q1;138;69;205;3293;980;205;4,73;47,72;35,33;5;United Kingdom;Western Europe;"Psychology Press Ltd";"1994-2026";"Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Modeling and Simulation (Q1); Sociology and Political Science (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
30;20909;"Transportation Research Part E: Logistics and Transportation Review";journal;"13665545";"Elsevier Ltd";No;No;3,005;Q1;170;288;707;18648;7705;699;10,42;64,75;30,72;26;United Kingdom;Western Europe;"Elsevier Ltd";"1997-2026";"Business and International Management (Q1); Civil and Structural Engineering (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
31;27656;"International Journal of Production Research";journal;"00207543, 1366588X";"Taylor and Francis Ltd.";No;No;2,976;Q1;217;379;1194;23749;13655;1173;11,08;62,66;25,18;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1961, 1963-1968, 1970-2026";"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
32;20893;"Transportation Research Part C: Emerging Technologies";journal;"0968090X";"Elsevier Ltd";No;No;2,882;Q1;214;329;1028;19317;10709;1022;8,90;58,71;26,49;24;United Kingdom;Western Europe;"Elsevier Ltd";"1993-2026";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Computer Science Applications (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
33;20037;"International Journal of Management Reviews";journal;"14608545, 14682370";"Wiley-Blackwell Publishing Ltd";No;No;2,857;Q1;151;29;68;4598;716;65;8,60;158,55;34,94;8;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1999-2002, 2004-2026";"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
34;21100787106;"Journal of Industrial Information Integration";journal;"2452414X";"Elsevier B.V.";No;No;2,723;Q1;71;105;113;7545;1950;111;19,18;71,86;27,58;5;Netherlands;Western Europe;"Elsevier B.V.";"2016-2026";"Industrial and Manufacturing Engineering (Q1); Information Systems and Management (Q1)";"Decision Sciences; Engineering"
35;12137;"Journal of Statistical Software";journal;"15487660";"University of California at Los Angeles";Yes;Yes;2,722;Q1;199;51;186;2525;1408;185;5,51;49,51;12,84;8;United States;Northern America;"University of California at Los Angeles";"1996-2025";"Software (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics"
36;21100791292;"Journal of Big Data";journal;"21961115";"Springer Nature";Yes;No;2,714;Q1;108;124;380;6388;6794;380;10,69;51,52;31,44;3;Switzerland;Western Europe;"Springer Nature";"2014-2026";"Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences"
37;12303;"Information and Management";journal;"03787206";"Elsevier B.V.";No;No;2,688;Q1;214;120;321;11064;3653;317;10,48;92,20;30,21;10;Netherlands;Western Europe;"Elsevier B.V.";"1977-2026";"Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
38;21915;"Omega (United Kingdom)";journal;"03050483";"Elsevier B.V.";No;No;2,679;Q1;183;124;509;6858;4116;506;6,84;55,31;29,38;5;United Kingdom;Western Europe;"Elsevier B.V.";"1973-2026";"Information Systems and Management (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
39;20039;"International Journal of Operations and Production Management";journal;"17586593, 01443577";"Emerald Group Publishing Ltd.";No;No;2,618;Q1;177;92;217;7979;2037;208;8,60;86,73;33,21;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1985, 1993-2026";"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
40;21101033050;"Journal of Global Economic Analysis";journal;"23772999";"Purdue University, Department of Agricultural Economics";No;No;2,615;Q1;19;7;24;233;129;24;2,53;33,29;20,00;0;United States;Northern America;"Purdue University, Department of Agricultural Economics";"2016-2025";"Applied Mathematics (Q1); Economics and Econometrics (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
41;25829;"Probability Theory and Related Fields";journal;"01788051, 14322064";"Springer New York";No;No;2,515;Q1;100;73;235;2783;493;233;1,92;38,12;14,97;0;Germany;Western Europe;"Springer New York";"1986-2026";"Analysis (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
42;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;2,481;Q1;151;38;118;2848;1510;106;15,30;74,95;34,94;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
43;21101081610;"International Journal of Information Management Data Insights";journal;"26670968";"Elsevier B.V.";Yes;No;2,479;Q1;61;85;52;6233;968;52;18,62;73,33;30,28;9;Netherlands;Western Europe;"Elsevier B.V.";"2021-2026";"Artificial Intelligence (Q1); Industrial and Manufacturing Engineering (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Social Sciences"
44;28094;"Accounting, Organizations and Society";journal;"03613682";"Elsevier Ltd";No;No;2,411;Q1;170;32;114;3086;551;111;4,27;96,44;39,76;2;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Accounting (Q1); Applied Psychology (Q1); Information Systems and Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Decision Sciences; Psychology; Social Sciences"
45;21100451321;"Scientific Data";journal;"20524463";"Nature Research";Yes;No;2,410;Q1;165;760;1084;35988;10183;154;9,86;47,35;42,50;118;United Kingdom;Western Europe;"Nature Research";"2014-2026";"Computer Science Applications (Q1); Education (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
46;21100933954;"Big Data and Society";journal;"20539517";"SAGE Publications Ltd";Yes;No;2,389;Q1;89;90;229;5345;1910;173;8,04;59,39;49,22;31;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2026";"Communication (Q1); Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
47;13631;"American Statistician";journal;"00031305, 15372731";"Taylor and Francis Ltd.";No;No;2,373;Q1;108;52;204;1430;1471;182;1,64;27,50;22,88;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1947-2026";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
48;22489;"European Journal of Operational Research";journal;"03772217";"Elsevier B.V.";No;No;2,371;Q1;333;655;1950;32790;13379;1940;6,66;50,06;24,54;16;Netherlands;Western Europe;"Elsevier B.V.";"1977-2026";"Computer Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Information Systems and Management (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1)";"Computer Science; Decision Sciences; Engineering; Mathematics"
49;15134;"Information Sciences";journal;"00200255";"Elsevier Inc.";No;No;2,285;Q1;255;1324;3062;60015;27298;3050;8,71;45,33;29,39;11;United States;Northern America;"Elsevier Inc.";"1968-2026";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Decision Sciences; Engineering; Mathematics"
50;28632;"Biostatistics";journal;"14654644, 14684357";"Oxford University Press";No;No;2,248;Q1;100;71;169;2420;668;164;2,47;34,08;33,08;4;United Kingdom;Western Europe;"Oxford University Press";"2003-2026";"Medicine (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics; Medicine"
51;21926;"Decision Sciences";journal;"00117315, 15405915";"Wiley-Blackwell Publishing Ltd";No;No;2,122;Q1;134;39;134;2707;788;133;6,62;69,41;37,31;3;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2026";"Business, Management and Accounting (miscellaneous) (Q1); Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
52;18300156728;"IEEE Transactions on Services Computing";journal;"19391374";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,111;Q1;102;271;316;11906;2436;310;7,26;43,93;30,52;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2008-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences"
53;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;2,106;Q1;149;269;655;15656;6827;644;10,80;58,20;34,74;5;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management Science and Operations Research (Q1); Media Technology (Q1)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
54;21933;"Decision Support Systems";journal;"01679236";"Elsevier B.V.";No;No;2,076;Q1;203;105;348;6451;3021;346;8,41;61,44;25,82;4;Netherlands;Western Europe;"Elsevier B.V.";"1985-2026";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Arts and Humanities; Business, Management and Accounting; Computer Science; Decision Sciences; Psychology"
55;24772;"Knowledge-Based Systems";journal;"09507051";"Elsevier B.V.";No;No;2,065;Q1;206;1241;2017;67801;19827;2017;9,55;54,63;30,12;9;Netherlands;Western Europe;"Elsevier B.V.";"1987-2026";"Artificial Intelligence (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Software (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
56;20891;"Transportation Research Part A: Policy and Practice";journal;"09658564";"Elsevier Ltd";No;No;2,029;Q1;199;262;867;16514;6483;857;7,07;63,03;30,71;86;United Kingdom;Western Europe;"Elsevier Ltd";"1992-2026";"Aerospace Engineering (Q1); Business, Management and Accounting (miscellaneous) (Q1); Civil and Structural Engineering (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
57;14756;"Statistical Science";journal;"08834237, 21688745";"Institute of Mathematical Statistics";No;No;1,978;Q1;132;40;159;2453;531;151;3,44;61,33;26,02;0;United States;Northern America;"Institute of Mathematical Statistics";"1986-2025";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
58;24710;"Annals of Applied Probability";journal;"10505164";"Institute of Mathematical Statistics";No;No;1,971;Q1;98;131;268;4824;549;268;1,84;36,82;17,97;0;United States;Northern America;"Institute of Mathematical Statistics";"1996-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
59;23212;"Annales de l'institut Henri Poincare (B) Probability and Statistics";journal;"02460203";"Institute of Mathematical Statistics";No;No;1,816;Q1;60;65;295;2142;449;295;1,43;32,95;20,98;0;Netherlands;Western Europe;"Institute of Mathematical Statistics";"1997-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
60;18164;"Computers and Industrial Engineering";journal;"03608352";"Elsevier Ltd";No;No;1,760;-;187;829;2040;45885;17312;2024;8,23;55,35;30,85;17;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)";"Computer Science; Engineering"
61;22902;"Oxford Bulletin of Economics and Statistics";journal;"03059049, 14680084";"Wiley-Blackwell Publishing Ltd";No;No;1,743;Q1;93;56;180;2672;490;180;2,80;47,71;26,67;32;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2026";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
62;11200153507;"Journal of Mixed Methods Research";journal;"15586898, 15586901";"SAGE Publications Ltd";No;No;1,736;Q1;78;35;96;1488;561;70;4,35;42,51;65,52;6;United States;Northern America;"SAGE Publications Ltd";"2007-2026";"Education (Q1); Social Sciences (miscellaneous) (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Social Sciences"
63;23863;"Journal of Computational and Graphical Statistics";journal;"10618600, 15372715";"Taylor and Francis Ltd.";No;No;1,720;Q1;114;114;250;4533;648;241;2,57;39,76;27,34;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Discrete Mathematics and Combinatorics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
64;18658;"Production Planning and Control";journal;"09537287, 13665871";"Taylor and Francis Ltd.";No;No;1,719;Q1;121;98;269;8589;2262;260;9,56;87,64;23,91;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2026";"Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
65;24355;"Computers and Operations Research";journal;"03050548, 1873765X";"Elsevier Ltd";No;No;1,716;Q1;202;292;746;15001;4063;743;5,11;51,37;27,42;2;United Kingdom;Western Europe;"Elsevier Ltd";"1974-2026";"Computer Science (miscellaneous) (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1)";"Computer Science; Decision Sciences; Mathematics"
66;7000153205;"Journal of Environmental Informatics";journal;"17262135, 16848799";"International Society for Environmental Information Sciences";No;No;1,681;Q1;41;23;60;1449;463;60;9,43;63,00;40,91;0;Canada;Northern America;"International Society for Environmental Information Sciences";"2007-2025";"Computer Science Applications (Q1); Decision Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Computer Science; Decision Sciences; Environmental Science"
67;12512;"Journal of Management in Engineering";journal;"19435479, 0742597X";"American Society of Civil Engineers (ASCE)";No;No;1,645;Q1;112;122;306;8578;2283;303;7,31;70,31;30,59;0;United States;Northern America;"American Society of Civil Engineers (ASCE)";"1985-2026";"Engineering (miscellaneous) (Q1); Industrial Relations (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
68;21100943534;"Transportation Research Interdisciplinary Perspectives";journal;"25901982";"Elsevier Ltd";Yes;No;1,629;Q1;68;199;461;11097;3666;456;8,70;55,76;34,04;49;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2026";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Transportation (Q1); Urban Studies (Q1)";"Decision Sciences; Engineering; Environmental Science; Social Sciences"
69;21101044833;"Decision Making: Applications in Management and Engineering";journal;"26200104, 25606018";"Regional Association for Security and crisis management";Yes;No;1,579;Q1;46;33;63;1589;734;63;13,14;48,15;23,26;1;Serbia;Eastern Europe;"Regional Association for Security and crisis management";"2018-2025";"Decision Sciences (miscellaneous) (Q1)";"Decision Sciences"
70;21283;"Management Learning";journal;"14617307, 13505076";"SAGE Publications Ltd";No;No;1,574;Q1;96;41;99;3565;453;95;3,74;86,95;49,49;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1970-2026";"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
