Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
60;12140;"Journal of Time Series Analysis";journal;"01439782, 14679892";"Wiley-Blackwell";No;No;1,576;Q1;64;48;148;1636;196;138;1,06;34,08;28,71;1;United States;Northern America;"Wiley-Blackwell";"1980-2026";"Applied Mathematics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
61;21100890608;"Proceedings - 2018 Crypto Valley Conference on Blockchain Technology, CVCBT 2018";conference and proceedings;"-";"";No;No;1,575;-;13;0;16;0;241;15;15,06;0,00;0,00;0;United States;Northern America;"";"";"Accounting; Computer Networks and Communications; Information Systems and Management";"Business, Management and Accounting; Computer Science; Decision Sciences"
62;12100156754;"Sport Management Review";journal;"14413523";"Taylor and Francis Ltd.";No;No;1,566;Q1;93;71;140;5422;769;139;5,77;76,37;34,36;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2026";"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions"
63;21933;"Decision Support Systems";journal;"01679236";"Elsevier B.V.";No;No;1,564;Q1;203;113;342;7053;2542;338;6,76;62,42;25,37;12;Netherlands;Western Europe;"Elsevier B.V.";"1985-2026";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Arts and Humanities; Business, Management and Accounting; Computer Science; Decision Sciences; Psychology"
64;13631;"American Statistician";journal;"00031305, 15372731";"Taylor and Francis Ltd.";No;No;1,561;Q1;108;59;207;1402;1287;182;7,94;23,76;20,20;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1947-2026";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
65;15134;"Information Sciences";journal;"00200255";"Elsevier Inc.";No;No;1,524;Q1;255;933;2178;40268;16779;2166;7,51;43,16;28,74;6;United States;Northern America;"Elsevier Inc.";"1968-2026";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Decision Sciences; Engineering; Mathematics"
66;24355;"Computers and Operations Research";journal;"03050548, 1873765X";"Elsevier Ltd";No;No;1,506;Q1;202;211;755;9438;3624;746;4,55;44,73;23,62;10;United Kingdom;Western Europe;"Elsevier Ltd";"1974-2026";"Computer Science (miscellaneous) (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1)";"Computer Science; Decision Sciences; Mathematics"
67;21184;"Journal of Quality Technology";journal;"00224065";"Taylor and Francis Ltd.";No;No;1,496;Q1;102;27;93;761;204;88;2,22;28,19;32,86;0;United States;Northern America;"Taylor and Francis Ltd.";"1969-1980, 1982-1985, 1987-1988, 1990, 1992-2026";"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Safety, Risk, Reliability and Quality (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
68;19900192726;"Electronic Journal of Statistics";journal;"19357524";"Institute of Mathematical Statistics";Yes;No;1,482;Q1;68;105;430;3987;623;430;1,14;37,97;26,48;0;United States;Northern America;"Institute of Mathematical Statistics";"2007-2026";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
69;21100862198;"EURO Journal on Transportation and Logistics";journal;"21924384, 21924376";"Elsevier B.V.";Yes;No;1,433;Q1;33;15;61;508;166;57;1,63;33,87;31,43;0;Netherlands;Western Europe;"Elsevier B.V.";"2013-2026";"Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Transportation (Q1)";"Decision Sciences; Mathematics; Social Sciences"
