source,file_name,sheet_name,header_row_index,delimiter,encoding,row_count,column_list,identifier_status,notes
SCIMAGO,scimago\scimago_multidisciplinary\scimagojr 2021  Subject Area - Multidisciplinary.csv,,0,;,utf-8,220,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2021)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_multidisciplinary\scimagojr 2022  Subject Area - Multidisciplinary.csv,,0,;,utf-8,226,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2022)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_multidisciplinary\scimagojr 2023  Subject Area - Multidisciplinary.csv,,0,;,utf-8,232,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2023)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_multidisciplinary\scimagojr 2024  Subject Area - Multidisciplinary.csv,,0,;,utf-8,234,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2024)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_multidisciplinary\scimagojr 2025  Subject Area - Multidisciplinary.csv,,0,;,utf-8,233,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2025)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2019  Subject Area - Psychology.csv,,0,;,utf-8,1474,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2019)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2020  Subject Area - Psychology.csv,,0,;,utf-8,1491,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2020)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2021  Subject Area - Psychology.csv,,0,;,utf-8,1459,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2021)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2022  Subject Area - Psychology.csv,,0,;,utf-8,1457,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2022)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2023  Subject Area - Psychology.csv,,0,;,utf-8,1455,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2023)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2024  Subject Area - Psychology.csv,,0,;,utf-8,1456,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2024)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_psychology\scimagojr 2025  Subject Area - Psychology.csv,,0,;,utf-8,1448,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2025)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2019  Subject Area - Social Sciences.csv,,0,;,utf-8,9177,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2019)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2020  Subject Area - Social Sciences.csv,,0,;,utf-8,9473,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2020)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2021  Subject Area - Social Sciences.csv,,0,;,utf-8,8945,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2021)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2022  Subject Area - Social Sciences.csv,,0,;,utf-8,9040,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2022)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2023  Subject Area - Social Sciences.csv,,0,;,utf-8,9109,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2023)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2024  Subject Area - Social Sciences.csv,,0,;,utf-8,9097,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2024)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
SCIMAGO,scimago\scimago_socialscience\scimagojr 2025  Subject Area - Social Sciences.csv,,0,;,utf-8,9103,"[""Rank"", ""Sourceid"", ""Title"", ""Type"", ""Issn"", ""Publisher"", ""Open Access"", ""Open Access Diamond"", ""SJR"", ""SJR Best Quartile"", ""H index"", ""Total Docs. (2025)"", ""Total Docs. (3years)"", ""Total Refs."", ""Total Citations (3years)"", ""Citable Docs. (3years)"", ""Citations / Doc. (2years)"", ""Ref. / Doc."", ""%Female"", ""Overton"", ""Country"", ""Region"", ""Publisher.1"", ""Coverage"", ""Categories"", ""Areas""]",ISSN + SCIMAGO_SOURCE_ID,SCImago CSV; semicolon-delimited. Source folder is preserved as part of the raw-data layout.
ABDC,ABDC-JQL-2025-v1-260326.xlsx,2025 JQL,7,,,2651,"[""Unnamed: 0"", ""Journal Title"", ""Publisher"", ""ISSN"", ""ISSNOnline"", ""Year Inception"", ""FoR"", ""2025 rating""]",ISSN,Header row detected dynamically by scanning the first 15 rows.
ABDC,ABDC-JQL-2025-v1-260326.xlsx,2022 JQL,8,,,2680,"[""Journal Title"", ""Publisher"", ""ISSN"", ""ISSN Online"", ""Year Inception"", ""FoR"", ""2022 rating""]",ISSN,Header row detected dynamically by scanning the first 15 rows.
ABDC,ABDC-JQL-2025-v1-260326.xlsx,2019 JQL,8,,,2679,"[""Journal Title"", ""Publisher"", ""ISSN"", ""ISSN Online"", ""Year Inception"", ""Field of Research"", ""2019 Rating""]",ISSN,Header row detected dynamically by scanning the first 15 rows.
ABDC,ABDC-JQL-2025-v1-260326.xlsx,2016 JQL,7,,,2777,"[""Journal Title"", ""Publisher"", ""ISSN"", ""ISSN Online"", ""Year Inception"", ""Field of Research"", ""2016 rating""]",ISSN,Header row detected dynamically by scanning the first 15 rows.
ABDC,ABDC-JQL-2025-v1-260326.xlsx,2013 JQL,0,,,2765,"[""Journal Name"", ""ISSN"", ""ISSN Online"", ""Start year"", ""www"", ""ABDC FoR code"", ""ABDC List 2013""]",ISSN,Header row detected dynamically by scanning the first 15 rows.
ABDC,ABDC-JQL-2025-v1-260326.xlsx,2010 JQL,0,,,2662,"[""Journal Name"", ""ISSN"", ""ISSN Online"", ""Start year"", ""www"", ""ABDC FoR code"", ""ABDC Ranking""]",ISSN,Header row detected dynamically by scanning the first 15 rows.
ABS,abs\abs_ajg_2024.csv,,0,",",utf-8,1635,"[""ISSN"", ""FIELD"", ""TITLE"", ""PUBLISHER"", ""AJG2024"", ""AJG2021"", ""AJG2018""]",ISSN,"ABS/AJG 2024 file. Expected wide format with rating columns AJG2024, AJG2021 and AJG2018."
REPEC,repec\repec_journals_aggregate.csv,,0,",",utf-8,3459,"[""rank"", ""journals"", ""score"", ""items_listed"", ""simple_if"", ""recursive_if"", ""discounted_if"", ""recursive_discounted_if"", ""h_index"", ""euclid""]",NONE,No ISSN or stable ID expected. Title-only matching required; publisher is bundled into the journal display name.
FT50,ft50\ft50.csv,,0,",",utf-8,50,"[""rank"", ""journal_name"", ""ft50_year""]",NONE,"No ISSN. Expected columns are rank, journal_name, ft50_year. Title-only matching required."
