Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
12;21100200805;"Scientific Reports";journal;"20452322";"Nature Research";Yes;No;1,005;Q1;382;23558;58480;1109315;290610;58465;4,68;47,09;37,39;1691;United Kingdom;Western Europe;"Nature Research";"2011-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
13;25522;"Tsinghua Science and Technology";journal;"10070214, 18787606";"Tsinghua University";Yes;No;1,001;Q1;69;77;204;2712;782;204;4,64;35,22;32,23;0;China;Asiatic Region;"Tsinghua University";"2003-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
14;23100;"Proceedings of the Japan Academy Series B: Physical and Biological Sciences";journal;"13492896, 03862208";"Japan Academy";Yes;Yes;0,952;Q1;76;25;104;2735;498;104;3,76;109,40;8,57;1;Japan;Asiatic Region;"Japan Academy";"1977-2026";"Agricultural and Biological Sciences (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Multidisciplinary (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Medicine; Multidisciplinary; Physics and Astronomy"
15;21100941752;"Advanced Theory and Simulations";journal;"25130390";"Wiley-VCH Verlag";No;No;0,924;Q1;53;171;402;8681;1540;398;3,88;50,77;23,92;1;Germany;Western Europe;"Wiley-VCH Verlag";"2018-2026";"Modeling and Simulation (Q1); Multidisciplinary (Q1); Numerical Analysis (Q1); Statistics and Probability (Q2)";"Mathematics; Multidisciplinary"
16;22367;"Progress in Natural Science: Materials International";journal;"10020071, 17455391";"Elsevier B.V.";Yes;No;0,891;Q1;95;108;312;4818;1506;309;3,88;44,61;31,39;0;Netherlands;Western Europe;"Elsevier B.V.";"1996-2026";"Materials Science (miscellaneous) (Q1); Multidisciplinary (Q1)";"Materials Science; Multidisciplinary"
17;10600153309;"PLOS ONE";journal;"19326203";"Public Library of Science";Yes;No;0,852;Q1;500;16093;49368;779388;193655;49361;3,69;48,43;41,82;2380;United States;Northern America;"Public Library of Science";"2006-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
18;21100247071;"Science and Technology Studies";journal;"22434690";"Finnish Society for Science and Technology Studies";Yes;Yes;0,830;Q1;27;15;62;1194;176;61;3,41;79,60;33,33;0;Finland;Western Europe;"Finnish Society for Science and Technology Studies";"2012-2025";"History and Philosophy of Science (Q1); Multidisciplinary (Q1)";"Arts and Humanities; Multidisciplinary"
19;21101028388;"Patterns";journal;"26663899";"Cell Press";Yes;No;0,775;-;62;161;124;8037;425;70;3,43;49,92;29,90;29;United States;Northern America;"Cell Press";"2020-2026";"Decision Sciences (miscellaneous) (Q2)";"Decision Sciences"
20;21100446014;"Royal Society Open Science";journal;"20545703";"The Royal Society";Yes;No;0,758;Q1;103;638;2374;36477;8496;2362;3,47;57,17;36,22;55;United Kingdom;Western Europe;"The Royal Society";"2014-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
21;19700200807;"Research in Science and Technological Education";journal;"14701138, 02635143";"Taylor and Francis Ltd.";No;No;0,705;Q1;46;24;79;1446;182;79;2,15;60,25;67,24;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2026";"Education (Q1); Multidisciplinary (Q1)";"Multidisciplinary; Social Sciences"
22;12337;"International Journal of Bifurcation and Chaos";journal;"17936551, 02181274";"World Scientific";No;No;0,689;Q1;124;303;785;10984;2046;785;2,49;36,25;27,29;0;Singapore;Asiatic Region;"World Scientific";"1991, 1994, 1996-2026";"Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Applied Mathematics (Q2); Modeling and Simulation (Q2)";"Engineering; Mathematics; Multidisciplinary"
23;27733;"Latin American Research Review";journal;"00238791, 15424278";"Cambridge University Press";Yes;Yes;0,684;Q1;62;57;142;2756;192;135;1,30;48,35;55,84;14;United States;Northern America;"Cambridge University Press";"1965-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Development (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); History (Q1); Literature and Literary Theory (Q1); Multidisciplinary (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Economics, Econometrics and Finance; Multidisciplinary; Social Sciences"
24;21100901173;"Applied Network Science";journal;"23648228";"Springer Nature";Yes;No;0,667;Q1;36;96;276;4419;810;276;2,84;46,03;29,64;4;Switzerland;Western Europe;"Springer Nature";"2016-2026";"Multidisciplinary (Q1); Computational Mathematics (Q2); Computer Networks and Communications (Q2)";"Computer Science; Mathematics; Multidisciplinary"
25;28472;"Fractals";journal;"17936543, 0218348X";"World Scientific";No;No;0,639;Q1;78;311;471;12011;1931;469;4,48;38,62;25,68;0;Singapore;Asiatic Region;"World Scientific";"1993-2026";"Multidisciplinary (Q1); Applied Mathematics (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2)";"Mathematics; Multidisciplinary"
26;21101042012;"Citizen Science: Theory and Practice";journal;"20574991";"Ubiquity Press";Yes;No;0,607;Q1;22;37;24;1639;114;24;4,75;44,30;57,71;5;United Kingdom;Western Europe;"Ubiquity Press";"2016, 2020-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
27;21101017598;"Emerging Science Journal";journal;"26109182";"Ital Publication";Yes;No;0,600;Q1;43;90;147;3881;629;147;4,84;43,12;40,17;3;Italy;Western Europe;"Ital Publication";"2017-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
28;21100938000;"Facets";journal;"23711671";"Canadian Science Publishing";Yes;No;0,590;Q1;35;102;149;8373;382;149;2,63;82,09;52,73;11;Canada;Northern America;"Canadian Science Publishing";"2017-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
29;21100872043;"Epidemiologia e Servicos de Saude";journal;"22379622, 16794974";"Ministry of Health";Yes;Yes;0,552;-;34;119;268;3583;662;258;2,53;30,11;61,40;0;Brazil;Latin America;"Ministry of Health";"2016-2026";"Medicine (miscellaneous) (Q2)";"Medicine"
30;21100411756;"Heliyon";journal;"24058440";"Elsevier Ltd";Yes;No;0,550;Q1;145;2702;5094;143722;20468;5089;3,96;53,19;34,83;201;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
31;86891;"Journal of King Saud University - Science";journal;"10183647";"Scientific Scholar LLC";Yes;No;0,513;Q1;85;361;776;13736;3238;776;4,06;38,05;28,77;7;Netherlands;Western Europe;"Scientific Scholar LLC";"1994, 2009-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
32;25451;"Transactions of Tianjin University";journal;"10064982, 19958196";"Tianjin Daxue/Tianjin University";No;No;0,483;Q1;39;38;172;2297;450;171;3,56;60,45;33,53;1;China;Asiatic Region;"Tianjin Daxue/Tianjin University";"2004-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
33;13951;"Arabian Journal for Science and Engineering";journal;"21914281, 2193567X";"";No;No;0,469;Q1;89;867;2152;37683;6449;2151;2,96;43,46;23,28;5;Germany;Western Europe;"";"1984, 1986, 1996-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
34;25823;"Complexity";journal;"10762787, 10990526";"John Wiley and Sons Inc";Yes;No;0,463;Q1;93;1403;2797;55010;6516;2739;2,19;39,21;32,67;8;United States;Northern America;"John Wiley and Sons Inc";"1995-2026";"Multidisciplinary (Q1); Computer Science (miscellaneous) (Q2)";"Computer Science; Multidisciplinary"
35;23030;"Journal of the Royal Society of New Zealand";journal;"03036758";"Taylor and Francis Ltd.";No;No;0,446;Q1;51;46;102;2230;279;92;2,85;48,48;52,47;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
36;21100904987;"Scientific African";journal;"24682276";"Elsevier B.V.";Yes;No;0,436;Q1;64;380;581;16819;1608;577;2,75;44,26;24,33;40;Netherlands;Western Europe;"Elsevier B.V.";"2018-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
37;21100897136;"Karbala International Journal of Modern Science";journal;"24056103, 2405609X";"University of Kerbala";Yes;Yes;0,418;Q1;35;41;118;1569;385;118;1,72;38,27;29,20;0;Iraq;Middle East;"University of Kerbala";"2015-2026";"Multidisciplinary (Q1); Chemistry (miscellaneous) (Q2); Computer Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Multidisciplinary; Physics and Astronomy"
38;21100317906;"MethodsX";journal;"22150161";"Elsevier B.V.";Yes;No;0,394;-;64;415;914;8410;2112;911;2,20;20,27;35,67;26;Netherlands;Western Europe;"Elsevier B.V.";"2014-2026";"Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions"
39;21100235612;"International Journal of Technology";journal;"20869614, 20872100";"Faculty of Engineering, Universitas Indonesia";Yes;No;0,393;-;32;149;500;4025;751;496;1,49;27,01;41,68;1;Indonesia;Asiatic Region;"Faculty of Engineering, Universitas Indonesia";"2010-2026";"Engineering (miscellaneous) (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Engineering"
40;22447;"Journal of the Indian Institute of Science";journal;"00194964, 09704140";"Indian Institute of Science";No;No;0,391;Q2;46;53;148;4028;311;124;2,32;76,00;33,63;2;India;Asiatic Region;"Indian Institute of Science";"1974, 1976-1978, 1983-1984, 1988, 1995-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
41;19700173166;"Acta Polytechnica Hungarica";journal;"17858860";"Obuda University";Yes;No;0,380;Q2;49;140;346;4542;715;333;2,09;32,44;26,82;0;Hungary;Eastern Europe;"Obuda University";"2004-2026";"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2)";"Engineering; Multidisciplinary"
42;23716;"Science, Technology and Society";journal;"09730796, 09717218";"Sage Publications India Pvt. Ltd";No;No;0,380;Q2;33;24;83;1258;147;78;2,02;52,42;37,78;1;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1996-2004, 2006-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
43;18659;"Anais da Academia Brasileira de Ciencias";journal;"00013765, 16782690";"Academia Brasileira de Ciencias";Yes;Yes;0,378;Q2;81;450;977;20064;2043;953;1,79;44,59;43,27;9;Brazil;Latin America;"Academia Brasileira de Ciencias";"1945-1946, 1949, 1970-1992, 1994-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
44;1300147101;"Foundations of Science";journal;"12331821, 15728471";"Springer Science and Business Media B.V.";No;No;0,359;Q2;35;56;142;3076;184;137;1,51;54,93;23,61;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1995, 1997-2002, 2005-2026";"History and Philosophy of Science (Q2); Multidisciplinary (Q2)";"Arts and Humanities; Multidisciplinary"
45;21100440523;"Interaction Design and Architecture(s)";journal;"18269745, 22832998";"ASLERD";Yes;Yes;0,353;-;22;40;103;1925;140;97;1,58;48,13;34,71;1;Italy;Western Europe;"ASLERD";"2007, 2011-2026";"Architecture (Q1); Media Technology (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3); Education (Q3); Human-Computer Interaction (Q3); Pharmacology (Q3)";"Computer Science; Engineering; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
46;83082;"Historia Agraria";journal;"11391472, 23403659";"Universidad de Murcia";Yes;Yes;0,342;Q2;23;24;68;1397;62;68;0,78;58,21;27,78;0;Spain;Western Europe;"Universidad de Murcia";"1998-2025";"History (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q2); Multidisciplinary (Q2)";"Agricultural and Biological Sciences; Arts and Humanities; Multidisciplinary; Social Sciences"
47;18761;"Advances in Complex Systems";journal;"02195259, 17936802";"World Scientific Publishing Co. Pte Ltd";No;No;0,341;Q2;42;22;79;956;95;78;0,52;43,45;17,81;0;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2004-2026";"Multidisciplinary (Q2); Control and Systems Engineering (Q3)";"Engineering; Multidisciplinary"
48;22251;"Pacific Science";journal;"15346188, 00308870";"University of Hawaii Press";No;No;0,338;Q2;50;33;93;1635;100;93;1,00;49,55;42,20;3;United States;Northern America;"University of Hawaii Press";"1979-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
49;21100896466;"International Journal of Service Science, Management, Engineering, and Technology";journal;"19479603, 1947959X";"IGI Global Publishing";No;No;0,324;Q2;22;60;72;3740;315;72;3,58;62,33;32,26;0;United States;Northern America;"IGI Global Publishing";"2012, 2014-2015, 2017-2026";"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2); Business, Management and Accounting (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3)";"Business, Management and Accounting; Computer Science; Engineering; Multidisciplinary"
50;23531;"Sadhana - Academy Proceedings in Engineering Sciences";journal;"09737677, 02562499";"Springer India";Yes;No;0,301;Q2;66;246;746;9327;1155;704;1,44;37,91;20,79;0;India;Asiatic Region;"Springer India";"1984-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
51;23697;"Science Progress";journal;"20477163, 00368504";"SAGE Publications Ltd";Yes;No;0,293;Q2;56;365;224;12834;391;219;1,38;35,16;34,80;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"1946-1949, 1955, 1957, 1960-1963, 1965-1972, 1974-1993, 1995-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
52;17700156015;"Journal of Dance Medicine and Science";journal;"1089313X, 23748060";"Sage Publications";No;No;0,288;-;47;28;81;1244;134;81;1,10;44,43;50,88;0;United States;Northern America;"Sage Publications";"1997-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
53;21101040211;"Forum Scientiae Oeconomia";journal;"23534435, 23005947";"";Yes;Yes;0,285;-;23;28;79;1672;120;79;1,88;59,71;49,23;0;Poland;Eastern Europe;"";"2017-2026";"Business and International Management (Q3); Economics and Econometrics (Q3); Marketing (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
54;19400157273;"European Journal of Science and Theology";journal;"18410464, 18428517";"ACAD Organisation";Yes;No;0,284;Q2;25;75;318;2280;180;312;0,67;30,40;45,41;0;Romania;Eastern Europe;"ACAD Organisation";"2008-2025";"Religious Studies (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2); Engineering (miscellaneous) (Q3)";"Arts and Humanities; Engineering; Multidisciplinary"
55;5000157301;"Transactions of the Royal Society of South Africa";journal;"0035919X, 21540098";"Taylor and Francis Ltd.";No;No;0,283;Q2;33;25;78;1373;115;78;1,48;54,92;33,80;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1909-1910, 1913-1915, 1917-1919, 1921-1926, 1928-1940, 1942-1943, 1945-1949, 1951, 1954-1964, 1967-1972, 1974-1990, 1992-2026";"Agricultural and Biological Sciences (miscellaneous) (Q2); Multidisciplinary (Q2); Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science; Medicine; Multidisciplinary"
56;23516;"Journal of the Royal Society of Western Australia";journal;"0035922X";"Royal Society of Western Australia Inc.";No;No;0,280;Q2;30;11;27;606;34;25;1,25;55,09;23,53;0;Australia;Pacific Region;"Royal Society of Western Australia Inc.";"1981, 1983-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
57;26207;"Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University";journal;"02582724";"";No;No;0,280;Q2;31;167;504;3638;404;504;0,76;21,78;30,66;0;China;Asiatic Region;"";"1991, 1998, 2001-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
58;21100394266;"International Journal of Agile Systems and Management";journal;"17419174, 17419182";"Inderscience";No;No;0,273;Q2;31;25;56;1878;121;55;2,13;75,12;31,34;0;Switzerland;Western Europe;"Inderscience";"2006-2009, 2011-2026";"Multidisciplinary (Q2); Computer Science (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Industrial and Manufacturing Engineering (Q3); Management Information Systems (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
59;21100324700;"Kuwait Journal of Science";journal;"23074108, 23074116";"Elsevier B.V.";Yes;Yes;0,272;Q2;28;92;134;2918;171;134;1,22;31,72;29,63;0;Netherlands;Western Europe;"Elsevier B.V.";"2013-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
60;20699;"Current Science";journal;"00113891";"Indian Academy of Sciences";Yes;No;0,271;Q2;150;524;2087;12170;2018;1527;0,87;23,23;25,98;10;India;Asiatic Region;"Indian Academy of Sciences";"1945-1951, 1973-1991, 1993-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
61;19700181256;"Constructivist Foundations";journal;"1782348X";"Vrije Universiteit Brussel";No;No;0,266;Q2;27;92;229;1679;96;178;0,44;18,25;31,96;0;Belgium;Western Europe;"Vrije Universiteit Brussel";"2010-2025";"History and Philosophy of Science (Q2); Multidisciplinary (Q2); Philosophy (Q2); Education (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4)";"Arts and Humanities; Computer Science; Multidisciplinary; Neuroscience; Social Sciences"
62;7700153224;"Sains Malaysiana";journal;"01266039";"Penerbit Universiti Kebangsaan Malaysia";No;No;0,263;Q2;51;320;966;12236;1196;966;1,10;38,24;45,66;2;Malaysia;Asiatic Region;"Penerbit Universiti Kebangsaan Malaysia";"2006-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
63;19700175755;"Advances in Systems Science and Applications";journal;"10786236";"International Institute for General Systems Studies";No;No;0,260;Q2;16;41;118;872;103;118;0,86;21,27;25,56;0;United States;Northern America;"International Institute for General Systems Studies";"2009-2025";"Multidisciplinary (Q2); Engineering (miscellaneous) (Q3)";"Engineering; Multidisciplinary"
64;145055;"Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition";journal;"1673064X";"Xi'an Petroleum Institute";No;No;0,260;Q2;20;88;319;1780;160;319;0,48;20,23;30,26;0;China;Asiatic Region;"Xi'an Petroleum Institute";"2005-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
65;22963;"Interdisciplinary Science Reviews";journal;"03080188, 17432790";"SAGE Publications Ltd";No;No;0,257;Q2;35;39;93;2343;104;86;0,86;60,08;45,00;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1976-2025";"History and Philosophy of Science (Q2); Multidisciplinary (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Multidisciplinary; Social Sciences"
66;17294;"Defence Science Journal";journal;"0011748X, 0976464X";"Defence Scientific Information and Documentation Centre";No;No;0,245;-;48;104;269;2553;270;266;0,82;24,55;12,56;0;India;Asiatic Region;"Defence Scientific Information and Documentation Centre";"1970-1989, 1991-2025";"Chemical Engineering (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Physics and Astronomy (miscellaneous) (Q3); Biomedical Engineering (Q4); Computer Science Applications (Q4)";"Chemical Engineering; Computer Science; Engineering; Physics and Astronomy"
67;84932;"Chinese Science Bulletin";journal;"0023074X, 20959419";"Science Press";No;No;0,243;Q2;57;457;1198;23798;1749;1198;1,43;52,07;38,63;0;China;Asiatic Region;"Science Press";"1963-1964, 1980-1984, 1989, 2015-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
68;22386;"Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences";journal;"16742974";"Hunan University";No;No;0,243;Q2;26;233;687;5055;463;687;0,71;21,70;30,47;0;China;Asiatic Region;"Hunan University";"1992-1993, 1996, 2001-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
69;21100268424;"Journal of Mathematical and Fundamental Sciences";journal;"23375760, 23385510";"Institute for Research and Community Services, Institut Teknologi Bandung";Yes;No;0,240;Q2;21;34;68;979;98;68;1,00;28,79;41,98;0;Indonesia;Asiatic Region;"Institute for Research and Community Services, Institut Teknologi Bandung";"2011, 2013-2026";"Multidisciplinary (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Mathematics (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Earth and Planetary Sciences; Mathematics; Medicine; Multidisciplinary; Physics and Astronomy"
70;21100256950;"Movement and Sports Sciences - Science et Motricite";journal;"21185735, 21185743";"EDP Sciences";No;No;0,238;Q2;19;29;82;1343;53;76;0,54;46,31;19,48;0;France;Western Europe;"EDP Sciences";"2010-2025";"Multidisciplinary (Q2); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Psychology (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Neuropsychology and Physiological Psychology (Q4); Physiology (Q4); Physiology (medical) (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Multidisciplinary; Psychology; Social Sciences"
71;145331;"Brazilian Archives of Biology and Technology";journal;"16784324, 15168913";"Instituto de Tecnologia do Parana";Yes;Yes;0,231;Q2;71;192;435;8042;491;435;1,17;41,89;44,60;2;Brazil;Latin America;"Instituto de Tecnologia do Parana";"1998-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
72;5600155094;"Perspectives on Science";journal;"10636145, 15309274";"MIT Press";No;No;0,231;Q2;33;29;92;1799;86;90;0,87;62,03;35,14;0;United States;Northern America;"MIT Press";"1994-1995, 1997, 1999-2025";"History and Philosophy of Science (Q2); Multidisciplinary (Q2)";"Arts and Humanities; Multidisciplinary"
73;4000151817;"ScienceAsia";journal;"15131874";"Science Society of Thailand under Royal Patronage";Yes;No;0,227;Q2;48;114;253;3535;235;250;1,01;31,01;45,51;0;Thailand;Asiatic Region;"Science Society of Thailand under Royal Patronage";"1996-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
74;21100778849;"Southeast Asian Studies";journal;"21867275, 24238686";"Center for Southeast Asian Studies";Yes;No;0,227;-;15;17;48;755;29;46;0,69;44,41;33,33;0;Japan;Asiatic Region;"Center for Southeast Asian Studies";"2012-2025";"Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
75;28036;"Indian Journal of Pure and Applied Physics";journal;"09751041, 00195596";"National Institute of Science Communication and Policy Research";Yes;Yes;0,226;Q2;51;102;274;3236;264;274;0,82;31,73;28,29;0;India;Asiatic Region;"National Institute of Science Communication and Policy Research";"1969, 1971, 1974-1990, 1993-2025";"Multidisciplinary (Q2); Physics and Astronomy (miscellaneous) (Q3)";"Multidisciplinary; Physics and Astronomy"
76;145365;"Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition)";journal;"16715497";"Editorial Board of Jilin University";No;No;0,224;Q2;26;264;763;5570;546;763;0,79;21,10;30,68;0;China;Asiatic Region;"Editorial Board of Jilin University";"2005-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
77;21100908534;"Tapuya: Latin American Science, Technology and Society";journal;"25729861";"Routledge";Yes;Yes;0,223;Q2;18;31;86;1420;110;61;1,13;45,81;50,00;7;United States;Northern America;"Routledge";"2018-2025";"Multidisciplinary (Q2); Social Sciences (miscellaneous) (Q3)";"Multidisciplinary; Social Sciences"
78;17600155129;"Resonance";journal;"09718044, 0973712X";"Springer India";No;No;0,218;Q3;27;114;330;1356;129;273;0,41;11,89;32,48;1;India;Asiatic Region;"Springer India";"1996, 2000, 2002, 2006-2025";"Education (Q3); Multidisciplinary (Q3)";"Multidisciplinary; Social Sciences"
