Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
13;21100446014;"Royal Society Open Science";journal;"20545703";"The Royal Society";Yes;No;0,966;Q1;103;706;2078;35300;6281;2068;2,84;50,00;35,18;68;United Kingdom;Western Europe;"The Royal Society";"2014-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
14;23100;"Proceedings of the Japan Academy Series B: Physical and Biological Sciences";journal;"13492896, 03862208";"Japan Academy";Yes;Yes;0,890;Q1;76;36;112;2753;320;112;3,33;76,47;19,61;2;Japan;Asiatic Region;"Japan Academy";"1977-2026";"Agricultural and Biological Sciences (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Multidisciplinary (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Medicine; Multidisciplinary; Physics and Astronomy"
15;22367;"Progress in Natural Science: Materials International";journal;"10020071, 17455391";"Elsevier B.V.";Yes;No;0,857;Q1;95;95;309;3854;1333;305;4,37;40,57;32,92;0;Netherlands;Western Europe;"Elsevier B.V.";"1996-2026";"Materials Science (miscellaneous) (Q1); Multidisciplinary (Q1)";"Materials Science; Multidisciplinary"
16;28472;"Fractals";journal;"17936543, 0218348X";"World Scientific";No;No;0,735;Q1;78;158;253;5595;983;253;4,43;35,41;27,66;0;Singapore;Asiatic Region;"World Scientific";"1993-2026";"Multidisciplinary (Q1); Applied Mathematics (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2)";"Mathematics; Multidisciplinary"
17;12337;"International Journal of Bifurcation and Chaos";journal;"17936551, 02181274";"World Scientific";No;No;0,715;Q1;124;249;786;9127;2002;786;2,63;36,65;31,35;0;Singapore;Asiatic Region;"World Scientific";"1991, 1994, 1996-2026";"Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Applied Mathematics (Q2); Modeling and Simulation (Q2)";"Engineering; Mathematics; Multidisciplinary"
18;21100197942;"Periodico Tche Quimica (discontinued)";journal;"18060374, 21790302";"Tche Quimica Group";Yes;No;0,689;Q1;30;265;230;8777;551;229;2,36;33,12;51,67;0;Brazil;Latin America;"Tche Quimica Group";"2011-2020";"Multidisciplinary (Q1); Pharmacy (Q1); Chemistry (miscellaneous) (Q2); Education (Q2)";"Chemistry; Health Professions; Multidisciplinary; Social Sciences"
19;19700200807;"Research in Science and Technological Education";journal;"14701138, 02635143";"Taylor and Francis Ltd.";No;No;0,655;Q1;46;24;74;1233;123;74;1,72;51,38;48,61;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2026";"Multidisciplinary (Q1); Education (Q2)";"Multidisciplinary; Social Sciences"
20;25522;"Tsinghua Science and Technology";journal;"10070214, 18787606";"Tsinghua University";Yes;No;0,551;Q1;69;63;198;1939;489;197;2,02;30,78;30,59;0;China;Asiatic Region;"Tsinghua University";"2003-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
21;27733;"Latin American Research Review";journal;"00238791, 15424278";"Cambridge University Press";Yes;Yes;0,524;Q1;62;53;147;3211;155;142;1,01;60,58;29,33;14;United States;Northern America;"Cambridge University Press";"1965-2026";"Anthropology (Q1); Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Literature and Literary Theory (Q1); Multidisciplinary (Q1); Political Science and International Relations (Q1); Arts and Humanities (miscellaneous) (Q2); Development (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Multidisciplinary; Social Sciences"
22;25823;"Complexity";journal;"10762787, 10990526";"John Wiley and Sons Inc";Yes;No;0,507;Q1;93;673;1261;26759;3354;1230;2,70;39,76;31,20;11;United States;Northern America;"John Wiley and Sons Inc";"1995-2026";"Computer Science (miscellaneous) (Q1); Multidisciplinary (Q1)";"Computer Science; Multidisciplinary"
23;23049;"Issues in Science and Technology";journal;"07485492";"Arizona State University";No;No;0,493;Q1;36;49;137;86;162;43;0,70;1,76;27,78;0;United States;Northern America;"Arizona State University";"1985-1999, 2001-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
24;21100872043;"Epidemiologia e Servicos de Saude";journal;"22379622, 16794974";"Ministry of Health";Yes;Yes;0,489;-;34;64;255;1702;413;247;1,72;26,59;63,31;0;Brazil;Latin America;"Ministry of Health";"2016-2026";"Medicine (miscellaneous) (Q2)";"Medicine"
25;21100901173;"Applied Network Science";journal;"23648228";"Springer Nature";Yes;No;0,466;Q1;36;127;102;6207;195;101;1,93;48,87;27,08;10;Switzerland;Western Europe;"Springer Nature";"2016-2026";"Multidisciplinary (Q1); Computational Mathematics (Q2); Computer Networks and Communications (Q2)";"Computer Science; Mathematics; Multidisciplinary"
26;86891;"Journal of King Saud University - Science";journal;"10183647";"Scientific Scholar LLC";Yes;No;0,463;Q1;85;204;200;7686;694;197;3,36;37,68;31,41;2;Netherlands;Western Europe;"Scientific Scholar LLC";"1994, 2009-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
27;21100247071;"Science and Technology Studies";journal;"22434690";"Finnish Society for Science and Technology Studies";Yes;Yes;0,448;Q1;27;24;49;1605;46;46;0,71;66,88;36,73;4;Finland;Western Europe;"Finnish Society for Science and Technology Studies";"2012-2025";"History and Philosophy of Science (Q1); Multidisciplinary (Q1)";"Arts and Humanities; Multidisciplinary"
28;21100411756;"Heliyon";journal;"24058440";"Elsevier Ltd";Yes;No;0,432;Q1;145;1843;995;82012;1995;995;1,97;44,50;36,02;159;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
29;21100228569;"SpringerPlus";journal;"21931801";"Springer Science and Business Media Deutschland GmbH";Yes;No;0,409;Q1;98;0;2080;0;4494;2079;0,00;0,00;0,00;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2012-2017";"Multidisciplinary (Q1)";"Multidisciplinary"
30;19700181256;"Constructivist Foundations";journal;"1782348X";"Vrije Universiteit Brussel";No;No;0,408;Q1;27;49;360;676;109;76;0,26;13,80;25,53;0;Belgium;Western Europe;"Vrije Universiteit Brussel";"2010-2025";"History and Philosophy of Science (Q1); Multidisciplinary (Q1); Philosophy (Q1); Education (Q2); Artificial Intelligence (Q3); Cognitive Neuroscience (Q4)";"Arts and Humanities; Computer Science; Multidisciplinary; Neuroscience; Social Sciences"
31;21100235612;"International Journal of Technology";journal;"20869614, 20872100";"Faculty of Engineering, Universitas Indonesia";Yes;No;0,401;-;32;168;501;3819;611;496;1,18;22,73;29,87;2;Indonesia;Asiatic Region;"Faculty of Engineering, Universitas Indonesia";"2010-2026";"Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Engineering"
32;22251;"Pacific Science";journal;"15346188, 00308870";"University of Hawaii Press";No;No;0,387;Q1;50;32;109;1816;107;109;0,89;56,75;32,31;9;United States;Northern America;"University of Hawaii Press";"1979-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
33;21100317906;"MethodsX";journal;"22150161";"Elsevier B.V.";Yes;No;0,381;-;64;307;305;5721;530;305;1,60;18,64;34,33;19;Netherlands;Western Europe;"Elsevier B.V.";"2014-2026";"Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions"
34;26207;"Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University";journal;"02582724";"";No;No;0,371;Q1;31;169;474;3446;338;474;0,63;20,39;28,81;0;China;Asiatic Region;"";"1991, 1998, 2001-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
35;4400151506;"Eurasip Journal on Bioinformatics and Systems Biology";journal;"16874153, 16874145";"SpringerOpen";Yes;No;0,369;Q1;24;0;29;0;41;28;3,17;0,00;0,00;0;Germany;Western Europe;"SpringerOpen";"2006-2017";"Multidisciplinary (Q1); Computer Science (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Computational Mathematics (Q3); Computer Science Applications (Q3); Medicine (miscellaneous) (Q3); Signal Processing (Q3); Statistics and Probability (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics; Medicine; Multidisciplinary"
36;19400157273;"European Journal of Science and Theology";journal;"18410464, 18428517";"ACAD Organisation";Yes;No;0,350;Q1;25;107;372;2554;209;361;0,66;23,87;50,84;0;Romania;Eastern Europe;"ACAD Organisation";"2008-2025";"Multidisciplinary (Q1); Religious Studies (Q1); Engineering (miscellaneous) (Q2); History and Philosophy of Science (Q2)";"Arts and Humanities; Engineering; Multidisciplinary"
37;18659;"Anais da Academia Brasileira de Ciencias";journal;"00013765, 16782690";"Academia Brasileira de Ciencias";Yes;Yes;0,345;Q1;81;307;768;13208;1130;752;1,39;43,02;45,43;13;Brazil;Latin America;"Academia Brasileira de Ciencias";"1945-1946, 1949, 1970-1992, 1994-2026";"Multidisciplinary (Q1)";"Multidisciplinary"
38;21100394266;"International Journal of Agile Systems and Management";journal;"17419174, 17419182";"Inderscience";No;No;0,339;Q1;31;19;52;1164;85;51;1,41;61,26;22,41;0;Switzerland;Western Europe;"Inderscience";"2006-2009, 2011-2026";"Multidisciplinary (Q1); Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Management Information Systems (Q2); Decision Sciences (miscellaneous) (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
39;23030;"Journal of the Royal Society of New Zealand";journal;"03036758";"Taylor and Francis Ltd.";No;No;0,334;Q1;51;40;80;2850;84;72;0,88;71,25;42,25;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
40;21100897136;"Karbala International Journal of Modern Science";journal;"24056103, 2405609X";"University of Kerbala";Yes;Yes;0,334;Q2;35;31;108;910;284;108;2,33;29,35;24,69;0;Iraq;Middle East;"University of Kerbala";"2015-2026";"Chemistry (miscellaneous) (Q2); Computer Science (miscellaneous) (Q2); Multidisciplinary (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Multidisciplinary; Physics and Astronomy"
41;13951;"Arabian Journal for Science and Engineering";journal;"21914281, 2193567X";"";No;No;0,327;Q2;89;776;1476;30045;3027;1475;2,04;38,72;20,76;7;Germany;Western Europe;"";"1984, 1986, 1996-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
42;22386;"Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences";journal;"16742974";"Hunan University";No;No;0,317;Q2;26;209;794;4036;412;794;0,51;19,31;33,15;0;China;Asiatic Region;"Hunan University";"1992-1993, 1996, 2001-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
43;5000157301;"Transactions of the Royal Society of South Africa";journal;"0035919X, 21540098";"Taylor and Francis Ltd.";No;No;0,309;Q2;33;28;68;1606;94;66;1,08;57,36;28,36;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1909-1910, 1913-1915, 1917-1919, 1921-1926, 1928-1940, 1942-1943, 1945-1949, 1951, 1954-1964, 1967-1972, 1974-1990, 1992-2026";"Agricultural and Biological Sciences (miscellaneous) (Q2); Multidisciplinary (Q2); Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science; Medicine; Multidisciplinary"
44;21100324700;"Kuwait Journal of Science";journal;"23074108, 23074116";"Elsevier B.V.";Yes;Yes;0,308;Q2;28;40;168;942;122;168;0,61;23,55;25,23;0;Netherlands;Western Europe;"Elsevier B.V.";"2013-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
45;19700173166;"Acta Polytechnica Hungarica";journal;"17858860";"Obuda University";Yes;No;0,298;Q2;49;122;294;3946;743;285;2,98;32,34;23,03;0;Hungary;Eastern Europe;"Obuda University";"2004-2026";"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2)";"Engineering; Multidisciplinary"
46;17700156015;"Journal of Dance Medicine and Science";journal;"1089313X, 23748060";"Sage Publications";No;No;0,286;-;47;26;73;806;80;73;0,73;31,00;61,18;0;United States;Northern America;"Sage Publications";"1997-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
47;23531;"Sadhana - Academy Proceedings in Engineering Sciences";journal;"09737677, 02562499";"Springer India";Yes;No;0,282;Q2;66;248;512;7804;714;503;1,28;31,47;19,11;3;India;Asiatic Region;"Springer India";"1984-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
48;18761;"Advances in Complex Systems";journal;"02195259, 17936802";"World Scientific Publishing Co. Pte Ltd";No;No;0,275;Q2;42;25;60;1161;59;59;1,05;46,44;19,12;0;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2004-2026";"Multidisciplinary (Q2); Control and Systems Engineering (Q3)";"Engineering; Multidisciplinary"
49;23697;"Science Progress";journal;"20477163, 00368504";"SAGE Publications Ltd";Yes;No;0,271;Q2;56;19;81;1221;106;64;1,25;64,26;28,21;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1946-1949, 1955, 1957, 1960-1963, 1965-1972, 1974-1993, 1995-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
50;1300147101;"Foundations of Science";journal;"12331821, 15728471";"Springer Science and Business Media B.V.";No;No;0,269;Q2;35;35;173;1833;151;164;0,94;52,37;23,40;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1995, 1997-2002, 2005-2026";"History and Philosophy of Science (Q2); Multidisciplinary (Q2)";"Arts and Humanities; Multidisciplinary"
51;21100446263;"2016 AIAA Guidance, Navigation, and Control Conference";conference and proceedings;"-";"";No;No;0,269;-;15;0;150;0;111;149;0,00;0,00;0,00;0;United States;Northern America;"";"";"Aerospace Engineering; Control and Systems Engineering; Electrical and Electronic Engineering; Multidisciplinary";"Engineering; Multidisciplinary"
52;21100778849;"Southeast Asian Studies";journal;"21867275, 24238686";"Center for Southeast Asian Studies";Yes;No;0,267;-;15;15;59;827;32;55;0,44;55,13;39,13;1;Japan;Asiatic Region;"Center for Southeast Asian Studies";"2012-2025";"Political Science and International Relations (Q2); Development (Q3); Geography, Planning and Development (Q3)";"Social Sciences"
53;5600155094;"Perspectives on Science";journal;"10636145, 15309274";"MIT Press";No;No;0,256;Q2;33;35;99;1990;76;93;0,71;56,86;46,34;1;United States;Northern America;"MIT Press";"1994-1995, 1997, 1999-2025";"History and Philosophy of Science (Q2); Multidisciplinary (Q2)";"Arts and Humanities; Multidisciplinary"
54;7700153224;"Sains Malaysiana";journal;"01266039";"Penerbit Universiti Kebangsaan Malaysia";No;No;0,250;Q2;51;300;882;10953;781;882;0,80;36,51;41,93;7;Malaysia;Asiatic Region;"Penerbit Universiti Kebangsaan Malaysia";"2006-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
55;21100896466;"International Journal of Service Science, Management, Engineering, and Technology";journal;"19479603, 1947959X";"IGI Global Publishing";No;No;0,245;Q2;22;19;46;893;105;46;2,28;47,00;44,83;0;United States;Northern America;"IGI Global Publishing";"2012, 2014-2015, 2017-2026";"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2); Business, Management and Accounting (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3)";"Business, Management and Accounting; Computer Science; Engineering; Multidisciplinary"
56;21100199522;"Bulletin of the Georgian National Academy of Sciences";journal;"01321447";"Georgian National Academy of Sciences";No;No;0,239;Q2;16;109;289;1294;117;286;0,51;11,87;41,61;0;Georgia;Eastern Europe;"Georgian National Academy of Sciences";"2011-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
57;20699;"Current Science";journal;"00113891";"Indian Academy of Sciences";Yes;No;0,238;Q2;150;666;2298;15165;1434;1557;0,60;22,77;30,94;26;India;Asiatic Region;"Indian Academy of Sciences";"1945-1951, 1973-1991, 1993-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
58;23716;"Science, Technology and Society";journal;"09730796, 09717218";"Sage Publications India Pvt. Ltd";No;No;0,236;Q2;33;29;79;1124;93;74;1,18;38,76;37,93;4;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1996-2004, 2006-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
59;145331;"Brazilian Archives of Biology and Technology";journal;"16784324, 15168913";"Instituto de Tecnologia do Parana";Yes;Yes;0,232;Q2;71;142;403;4764;355;401;0,65;33,55;47,11;5;Brazil;Latin America;"Instituto de Tecnologia do Parana";"1998-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
60;22476;"Informacion Tecnologica (discontinued)";journal;"07180764, 07168756";"Centro de Informacion Tecnologica";Yes;No;0,232;Q2;23;193;420;5945;277;407;0,73;30,80;30,72;0;Chile;Latin America;"Centro de Informacion Tecnologica";"1996-2021";"Multidisciplinary (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q3); Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Computer Science Applications (Q3); Computer Science (miscellaneous) (Q3); Energy (miscellaneous) (Q3); Food Science (Q3); Geotechnical Engineering and Engineering Geology (Q3); Industrial and Manufacturing Engineering (Q3); Materials Science (miscellaneous) (Q3); Strategy and Management (Q3)";"Agricultural and Biological Sciences; Business, Management and Accounting; Chemical Engineering; Chemistry; Computer Science; Earth and Planetary Sciences; Energy; Engineering; Materials Science; Multidisciplinary"
61;145055;"Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition";journal;"1673064X";"Xi'an Petroleum Institute";No;No;0,225;Q2;20;96;352;1627;112;352;0,30;16,95;35,79;0;China;Asiatic Region;"Xi'an Petroleum Institute";"2005-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
62;25490;"Tongji Daxue Xuebao/Journal of Tongji University";journal;"0253374X";"Editorial Department of Journal of Tongji University";No;No;0,221;Q2;41;276;852;4957;389;852;0,39;17,96;32,24;0;China;Asiatic Region;"Editorial Department of Journal of Tongji University";"1999-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
63;31728;"Comptes Rendus de L'Academie Bulgare des Sciences";journal;"13101331";"Academic Publishing House";Yes;No;0,218;Q2;24;216;634;3439;284;634;0,47;15,92;47,36;0;Bulgaria;Eastern Europe;"Academic Publishing House";"1977-1985, 2002-2003, 2007-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
64;145365;"Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition)";journal;"16715497";"Editorial Board of Jilin University";No;No;0,215;Q2;26;252;816;4475;399;816;0,46;17,76;32,63;0;China;Asiatic Region;"Editorial Board of Jilin University";"2005-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
65;75573;"Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology";journal;"04932137";"Tianjin University";No;No;0,214;Q2;26;200;601;3831;281;601;0,51;19,16;32,31;0;China;Asiatic Region;"Tianjin University";"1982-1988, 2003-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
66;6500153124;"Theology and Science";journal;"14746719, 14746700";"Routledge";No;No;0,211;Q2;18;54;132;446;35;103;0,27;8,26;29,63;1;United Kingdom;Western Europe;"Routledge";"2003-2026";"Religious Studies (Q1); Multidisciplinary (Q2); History and Philosophy of Science (Q3)";"Arts and Humanities; Multidisciplinary"
67;61482;"Liaoning Gongcheng Jishu Daxue Xuebao (Ziran Kexue Ban)/Journal of Liaoning Technical University (Natural Science Edition)";journal;"10080562";"Editorial Office of Journal of Liaoning Technical University";No;No;0,210;Q2;22;94;667;1497;103;667;0,13;15,93;31,44;0;China;Asiatic Region;"Editorial Office of Journal of Liaoning Technical University";"2001-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
68;22728;"Zhongshan Daxue Xuebao/Acta Scientiarum Natralium Universitatis Sunyatseni";journal;"20970137";"Journal of Zhongshan University";No;No;0,208;Q2;17;111;406;2429;118;406;0,29;21,88;42,13;0;China;Asiatic Region;"Journal of Zhongshan University";"1980, 2001-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
69;22447;"Journal of the Indian Institute of Science";journal;"00194964, 09704140";"Indian Institute of Science";No;No;0,207;Q2;46;46;102;3593;70;85;0,63;78,11;18,89;2;India;Asiatic Region;"Indian Institute of Science";"1974, 1976-1978, 1983-1984, 1988, 1995-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
70;17294;"Defence Science Journal";journal;"0011748X, 0976464X";"Defence Scientific Information and Documentation Centre";No;No;0,205;-;48;91;272;1837;313;265;1,07;20,19;18,72;1;India;Asiatic Region;"Defence Scientific Information and Documentation Centre";"1970-1989, 1991-2025";"Chemical Engineering (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Biomedical Engineering (Q4); Computer Science Applications (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Chemical Engineering; Computer Science; Engineering; Physics and Astronomy"
71;23649;"Journal of Scientific and Industrial Research";journal;"09751084, 00224456";"National Institute of Science Communication and Policy Research";Yes;Yes;0,204;Q2;67;153;349;2069;334;349;0,94;13,52;25,47;0;India;Asiatic Region;"National Institute of Science Communication and Policy Research";"1969-1970, 1972-1978, 1980, 1982-1991, 1994-2025";"Multidisciplinary (Q2)";"Multidisciplinary"
72;21100440523;"Interaction Design and Architecture(s)";journal;"18269745, 22832998";"ASLERD";Yes;Yes;0,204;-;22;33;122;1249;97;108;0,81;37,85;52,33;0;Italy;Western Europe;"ASLERD";"2007, 2011-2026";"Architecture (Q2); Media Technology (Q2); Human-Computer Interaction (Q3); Social Sciences (miscellaneous) (Q3); Computer Science Applications (Q4); Pharmacology (Q4)";"Computer Science; Engineering; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
73;5700165172;"World Review of Science, Technology and Sustainable Development";journal;"17412242, 17412234";"Inderscience Enterprises Ltd";No;No;0,193;Q2;21;19;57;1011;45;55;0,74;53,21;42,86;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2010, 2012-2024";"Multidisciplinary (Q2)";"Multidisciplinary"
74;84932;"Chinese Science Bulletin";journal;"0023074X, 20959419";"Science Press";No;No;0,192;Q2;57;399;1169;18689;979;1169;0,76;46,84;36,27;0;China;Asiatic Region;"Science Press";"1963-1964, 1980-1984, 1989, 2015-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
75;28036;"Indian Journal of Pure and Applied Physics";journal;"09751041, 00195596";"National Institute of Science Communication and Policy Research";Yes;Yes;0,191;Q2;51;111;286;3224;326;286;1,05;29,05;24,51;0;India;Asiatic Region;"National Institute of Science Communication and Policy Research";"1969, 1971, 1974-1990, 1993-2025";"Multidisciplinary (Q2); Physics and Astronomy (miscellaneous) (Q4)";"Multidisciplinary; Physics and Astronomy"
76;22962;"Interciencia";journal;"22447776, 03781844";"Interciencia Association";Yes;No;0,187;Q2;42;100;355;3358;160;324;0,46;33,58;33,43;0;Venezuela;Latin America;"Interciencia Association";"1979, 1981-1982, 1986, 1993, 1996-2026";"Multidisciplinary (Q2)";"Multidisciplinary"
77;19700175735;"Philippine Journal of Science";journal;"00317683";"Department of Science and Technology";No;No;0,183;Q2;27;99;169;3585;107;159;0,61;36,21;54,19;0;Philippines;Asiatic Region;"Department of Science and Technology";"1979, 1982, 1986-1988, 2009-2025";"Multidisciplinary (Q2); Social Sciences (miscellaneous) (Q3)";"Multidisciplinary; Social Sciences"
